ID,ko,en,ja,zh-TW,zh-CN,es,vi,비고,미사용
B00110,게시하기,Publish,投稿する,發表,发表,Publicar,Đăng bài,,
B00111,예약하기,Schedule,予約する,預約,预约,Programar,Đặt lịch,,
B00112,연동하기,Link,連動する,聯動,联动,Vincular,Liên kết,,
B00113,필터 모두 지우기,Remove all filters,フィルターをすべて削除する,清除所有篩選器,清除所有筛选器,Eliminar todos los filtros,Xóa tất cả bộ lọc,,
B00114,전체 삭제,Delete all,すべて削除,全部刪除,全部删除,Eliminar todo,Xóa tất cả,,
B00115,편집하기,Edit,編集する,編輯,编辑,Editar,Chỉnh sửa,,
B00116,URL 복사하기,Copy URL,URLコピー,複製URL,复制URL,Copiar URL,Sao chép URL,,
B00117,확인,OK,確認,確認,确认,OK,Xác nhận,,
B00118,유형 상품 추가하기 (새 창),Add tangible product (new window),有形商品を追加する (新しいウィンドウ),添加實物商品（新視窗）,添加实物商品（新窗口）,Agregar producto tangible (nueva ventana),Thêm sản phẩm vật lý (cửa sổ mới),,
B00119,디지털 이용권 추가하기 (새 창),Add digital voucher (new window),デジタル利用券を追加する (新しいウィンドウ),新增電子使用券（新視窗）,添加电子券（新窗口）,Agregar vale digital (nueva ventana),Thêm mã sử dụng sản phẩm điện tử (cửa sổ mới),5/31 배포에 따라 영일중스 모두 수정필요,
B00120,멤버십 추가하기 (새 창),Add membership (new window),メンバーシップを追加する (新しいウィンドウ),添加會員（新視窗）,添加会员（新窗口）,Agregar suscripción (nueva ventana),Thêm thành viên (cửa sổ mới),,
B00121,카테고리 선택,Choose Category,カテゴリー選択,選擇類別,选择类别,Escoger categoría,Chọn danh mục,,
B00122,카테고리 설정 (새 창),Category settings (new window),カテゴリー設定 (新しいウィンドウ),設定類別（新視窗）,设置类别（新窗口）,Configuración de la categoría (nueva ventana),Cài đặt danh mục (cửa sổ mới),,
B00123,새로고침,Refresh,更新,重新整理,刷新,Actualizar,Làm mới,,
B00124,확인하기,Confirm,確認,確認,确认,Confirmar,Xác nhận,,
B00125,더보기,View more,詳細を見る,查閱詳細資料,查看详情,Ver más,Xem thêm,,
B00126,필터 지우기,Clear Filter,フィルターを削除する,清除篩選器,清除筛选器,Borrar filtro,Xóa bộ lọc,,
B00127,모든 필터 지우기,Clear All Filters,すべてのフィルターを削除する,清除所有篩選器,清除所有筛选器,Borrar todos los filtros,Xóa tất cả bộ lọc,,
B00128,파일 선택,Select a File,ファイル選択,選擇檔案,选择文件,Seleccionar archivo,Chọn tập tin,,
B00129,초기화,Refresh,初期化,重置,重置,Actualizar,Khởi tạo lại,,
B00130,확대,Zoom In,拡大,放大,放大,Acercar,Phóng to,,
B00131,축소,Zoom Out,縮小,縮小,缩小,Alejar,Thu nhỏ,,
B00132,템플릿 파일 다운로드,Download Template,テンプレートファイルをダウンロード,下載範例檔案,下载示例文件,Descargar plantilla,Tải xuống tập tin mẫu,,
B00133,전체 선택,Select all,すべて選択,全選,全选,Seleccionar todo,Chọn tất cả,,
B00134,해제,Remove,解除,解除,解除,Eliminar,Bỏ chọn,,
B00135,파일 추가,Add File,ファイル追加,添加檔案,添加文件,Agregar archivo,Thêm tập tin,,
B00136,엑셀 다운로드,Download Excel File,エクセルファイルでダウンロード,下載Excel,下载Excel,Descargar archivo Excel,Tải xuống Excel,,
B00137,편집 완료,Edit Complete,編集完了,編輯完成,编辑完成,Edición Completa,Hoàn tất chỉnh sửa,편집된 내용 적용하는 버튼,
B00138,검색,Search,検索,搜尋,搜索,Buscar,Tìm kiếm,,
B00139,종료하기,End,終了する,關閉,结束,Finalizar,Thoát,,
B00140,로그인,Log in,ログインする,登入,登录,Iniciar sesión,Đăng nhập,,
B00141,POP 전용 이용권 추가하기 (새 창),Add POP Only Voucher (New window),ポップ専用利用券を追加する（新しいウィンドウ）,新增POP專用使用券（新視窗）,添加POP专用券（新窗口）,Agregar vale Sólo POP (Nueva ventana),Thêm mã sử dụng POP (cửa sổ mới),,
B00142,차단해제,Unblock,ブロック解除,解除封鎖,解除封禁,Desbloquear,Bỏ chặn,,
B00143,차단하기,Block,遮断する,遮罩,屏蔽,Bloquear,Chặn,,
B00144,초기화,Reset,初期化,重置,重置,Reiniciar,Khởi tạo lại,,
B00145,실행 취소,Undo,元に戻す,撤銷,撤消,Deshacer,Hoàn tác,,
B00146,다시 실행,Redo,再実行,再次運行,再次运行,Rehacer,Làm lại,,
B00147,이용권 구매하기,Get Voucher,利用券を購入する,購買使用券,购买使用券,Obtener vale,Mua mã sử dụng,,
B00148,"네, 사용할게요.","Yes, use this Voucher.",はい、使用します。,是的，確認使用。,是的，确认使用。,"Sí, utilizar este vale.","Vâng, tôi sẽ sử dụng",,
B00149,자세히,Details,詳しく,詳情,详情,Detalle,Chi tiết,,
B00150,구매하기,Buy,購入する,購買,购买,Comprar,Mua,,
B00151,스타 변경,Change Star(s),スター変更,更改明星,更改明星,Cambiar Star(s),Đổi nghệ sĩ,,
B00152,변경하기,Edit,変更する,更改,更改,Editar,Thay đổi,,
B00153,"네, 저장할게요","Yes, I'll save",変更する,更改,更改,Cambiar,"Vâng, tôi sẽ lưu lại",,
B00154,바로가기,Get Started,ショートカット,快速入口,快捷方式,Acceso directo,Đến ngay,,
B00155,이용권 모두 보기,See all Vouchers,チケットはこちら,查看所有使用券,查看所有的使用券,Consultar todos los Vales,Xem tất cả mã sử dụng,,
B00156,구독하기,Subscribe,購読する,訂閱,订阅,Suscríbete,Đăng ký,,
B00157,바로 입장하기,Enter Now,今すぐ入場する,立即進入,立即进入,Entrar ahora,Vào ngay,,
B00158,채팅 접기,Collapse Chat,チャットを閉じる,關閉聊天窗口,折叠聊天窗口,Contraer Chat,Thu gọn trò chuyện,,
B00159,채팅 펼치기,Expand Chat,チャットを開く,開啟聊天窗口,展开聊天窗口,Expandir Chat,Mở rộng trò chuyện,,
B00160,선택 완료,Finish Setting,選択完了,選擇結束,选择完毕,Finalizar Configuración,Chọn xong,,
B00191,내 이용권 보기,See My Voucher,利用券を確認,查看我的使用券,查看我的使用券,Consultar Mi Vale,Xem mã sử dụng của tôi,,
B00192,소셜 링크 관리,Social Links Settings,ソーシャルリンク管理,管理社群媒體連接,管理社交媒体链接,Configuración de enlaces sociales,Quản lý liên kết xã hội,,
B00193,충전하기,,充電する,,,,,,
B00194,주문내역 보기,,注文履歴を確認,,,,,,
B00195,전체내용 삭제,Delete All,すべての内容を削除,刪除全部內容,删除全部内容,Eliminar todo,Xóa tất cả nội dung,,
B00196,POP 설정,POP Settings,POP 設定,POP 設定,POP 设置,Configuración dePOP,Cài đặtPOP,[Admin] 콘텐츠 > 팝 관리,
B00197,이동하기,Move,移動する,跳轉,跳转,Mover,Di chuyển,,
B00198,바로가기,Continue,ショートカット,現在跳轉,现在跳转,Continuar,Đến ngay,,
B00199,계정 확인하기,Check Account,アカウントを確認する,確認帳號,确认账号,Comprobar Cuenta,Xác nhận tài khoản,,
B00200,참여하기,Join,参加する,參與,立即参与,Unirse,Tham gia,,
B00201,나중에,Later,あとでする,以後再說,以后再说,Ahora no,Để sau,,
B00202,계속 진행,Continue,続ける,繼續進行,继续进行,Continuar,Tiếp tục,,
B00203,결제하기,Make a Payment,お支払い,支付,支付,Hacer un pago,Thanh toán,,
B00204,결제정보 확인,Check payment information,お支払い情報の確認,查詢付款紀錄,确认付款信息,Verifica la información de pago,Kiểm tra thông tin thanh toán,Japan Localization,
B00205,지급하기,Issue Rewards,付与する,支付,支付,Aplicar,Cấp,,
B00206,연결하기,Link,連携する,連接,连接,Vincular,Kết nối,[Admin] 상품 > 유형상품 > 현장수령 상품 > 행사&회차 연결,
B00207,운영하기,Operate,運営を開始する,開始運行,开始运营,Operar,Vận hành,[Admin] 상품 > 현장수령 ,
B00208,해제하기,Unlink,解除する,解除,解除,Desvincular,Hủy kết nối,[Admin] 상품 > 현장수령 ,
B00209,연결하기,Link,連携する,連接,连接,Vincular,Kết nối,[Admin] 상품 > 현장수령 ,
B00210,전송하기,Send,転送する,傳送,发送,Enviar,Gửi,[Admin] 상품 > 현장수령 ,
B00211,일괄 취소,Bulk Cancel,一括キャンセル,批量取消,批量取消,Cancelación en masa,Hủy hàng loạt,[Admin] 상품 > 현장수령 ,
B00212,알림 발송,Send Notification,通知の送信,寄發通知,发送通知,Enviar notificación,Gửi thông báo,[Admin] 상품 > 현장수령 ,
B00213,현장 관리,Manage Site,現地の管理,管理提取,管理领取,Gestionar recogida,Quản lý tại chỗ,[Admin] 주문> 현장수령 주문,
B00214,입력하기,Enter,入力する,輸入,输入,Introducir,Nhập,[Admin] 어카운트 > 현장운영자 접속,
B00215,운영하기,Operate,運営する,營運,运营,Operar,Vận hành,[Admin] 어카운트 > 현장운영자 접속,
B00216,검색하기,Search,検索する,搜尋,搜索,Buscar,Tìm kiếm,[Admin] 어카운트 > 현장운영자 접속,
B00217,수령 확인,Check Pickup,受け取り確認,確認提取,确认领取,Comprobar recogida,Xác nhận đã nhận,[Admin] 어카운트 > 현장운영자 접속,
B00218,수령 취소,Cancel Pickup,受け取りキャンセル,取消提取,取消领取,Cancelar recogida,Hủy nhận,[Admin] 어카운트 > 현장운영자 접속,
B00219,회차 변경하기,Change Round,ラウンドの変更,變更場次,更改场次,Cambiar ronda,Thay đổi phiên,[User/Admin] 현장수령,
B00220,QR 코드 보기,View QR Code,QRコードを確認,查看QR碼,查看QR码,Ver código QR,Xem mã QR,[User/Admin] 현장수령,
B00221,주문 불가,Order Unavailable,注文不可,無法訂購,不可预订,Pedido no disponible,Không thể đặt hàng,[User/Admin] 현장수령,
B00222,불러오기,Import,呼び出す,載入,载入,Importar,Tải lên,,
B00223,가이드,Guide,ガイド,導覽,指南,Guía,Hướng dẫn,,
B00224,자세히 보기,View more,詳しく見る,查看更多,查看更多,Ver más,Xem chi tiết,,
B00225,결제 취소,Cancel Payment,お支払いキャンセル,取消付款,取消支付,Cancelar pago,Hủy thanh toán,,
B00226,정기결제 해지,Cancel Subscription,サブスクリプション解約,取消自動續訂,取消定期支付,Cancelar suscripción,Hủy đăng ký định kỳ,,
B00227,사용 확인 (운영자용),Redeem Ticket (Operators Only),使用確認（管理者用）,使用確認（管理者用）,使用确认（管理员用）,Confirmar uso\n(para admin),Xác nhận sử dụng (admin),[User/Admin] 현장수령,
B00228,구매하러 가기,Go to purchase,購入へ移動,前往購買,前往购买,Ir a la compra,Đi mua,,
B00229,서비스에 적용,Apply,サービスに適用,服務中應用,服务中应用,Publicar,Áp dụng cho dịch vụ,,
B00230,해지하기,Cancel,解約する,取消訂閱,取消订阅,Cancelar,Hủy,,
B00231,계속 쓰기,Continue,つづきを書く,繼續使用,继续使用,Continuar,Tiếp tục viết,,
B00232,받기,Download,受け取る,接收,接收,Descargar,Nhận,[User] 스티커 스토어,
B00233,확인 완료,Confirm,確認完了,確認的,确认的,Confirmar,Đã xác nhận,[Admin] 스티커 스토어,
B00234,바로 반영하기,Apply now,すぐに反映,立即反映,立即反映,Aplica ya,Áp dụng ngay,,
B00235,반영하지 않고 저장,Save without applying,反映せずに保存,保存而不反映,保存而不反映,Guardar sin aplicar,Lưu mà không áp dụng,,
B00236,재전송하기,Resend,再送信する,重發,重发,Reenviar,Gửi lại,,
B00237,계속 결제하기,Continue checkout,決済を続ける,繼續付款,继续付款,Continuar pago,Tiếp tục thanh toán,,
B00238,계속하기,Continue,続行する,繼續,继续,Continuar,Tiếp tục,,
B00239,구매 불가,Unable to purchase,購入不可,不可購買,不可购买,No se puede comprar,Không thể mua,,
B00240,"네, 확인했어요","Yes, I checked.",はい、確認しました。,是的，我檢查過。,是的，我检查过。,"Sí, lo comprobé.","Vâng, tôi đã kiểm tra",,
B00241,댓글 다운로드,Download comments,コメントを\nダウンロード,下載評論,下载评论,Descargar comentarios,Tải xuống bình luận,,
B00242,입력완료,Complete,入力完了,輸入完成,输入完成,Completo,Nhập xong,,
B00243,등록하기,Create,登録する,登記,登记,Crear,Đăng ký,,
B00244,설정하기,Connect,設定する,設定,设置,Conectar,Cài đặt,팝전용 이용권 > 이용권 생성 > 스타계정 연결,
B00245,알림받기,Notify me,通知を受け取る,取得通知,获取通知,Notificarme,Nhận thông báo,,
B00246,전체보기,View all,全て見る,看全部,查看全部,Ver todo,Xem tất cả,,
B00247,동의하기,Agree,同意する,同意,同意,Aceptar,Đồng ý,,
B00248,가입하기,Sign up,サインアップ,註冊,注册,Registrarse,Đăng ký,,
B00249,비밀번호 재설정,Reset password,パスワード変更,重設密碼,重置密码,Reestablecer,Đặt lại mật khẩu,,
B00250,접기,Collapse,折りたたむ,收合,收起,Contraer,Thu gọn,,
B00251,펼치기,Expand,展開する,展開,展开,Expandir,Mở rộng,,
B00252,설정하기,Go to Settings,設定する,設定,设置,Configurar,Cài đặt,,
B00253,비밀번호 설정,Create Password,パスワード設定,密碼設定,设置密码,Crear contraseña,Đặt mật khẩu,,
B00254,투표,Vote,投票,投票,投票,Votar,Chọn,,
B00255,투표하기,Vote,投票する,投票,投票,Votar,Bình chọn,,
B00256,투표 상세로 가기,Go to event page,投票の詳細へ,前往活動頁面,前往活动页,Ir al evento,Đến trang sự kiện,,
B00257,삭제하고 적용하기,Discard and Apply,削除して適用,捨棄並套用,放弃并应用,Descartar y aplicar,Bỏ qua và Áp dụng,,
B00258,입력,,,,,,,,
B00259,,,,,,,,,
B00260,,,,,,,,,
B00261,,,,,,,,,
B00262,,,,,,,,,
B00263,,,,,,,,,
B00264,,,,,,,,,
B00265,,,,,,,,,
B00266,,,,,,,,,
B00267,,,,,,,,,
B00268,,,,,,,,,
B00269,,,,,,,,,
B00270,,,,,,,,,
B00271,,,,,,,,,
B00272,,,,,,,,,
B00273,,,,,,,,,
B00274,,,,,,,,,
B00275,,,,,,,,,
B00276,,,,,,,,,
B00277,,,,,,,,,
B00278,,,,,,,,,
B00279,,,,,,,,,
B00280,,,,,,,,,
B00281,,,,,,,,,
B00282,,,,,,,,,
B00283,,,,,,,,,
B00284,,,,,,,,,
B00285,,,,,,,,,
B00286,,,,,,,,,
B00287,,,,,,,,,
B00288,,,,,,,,,
B00289,,,,,,,,,
B00290,,,,,,,,,
B00291,,,,,,,,,
B00292,,,,,,,,,
B00293,,,,,,,,,
B00294,,,,,,,,,
B00295,,,,,,,,,
B00296,,,,,,,,,